"","202506","202505","202504","202503","202502","202501","202412","202411","202410","202409","202408","202407","202406","202405","202404","202403","202402","202401"
"PAYROLL COST PER CALL","$45.20","$44.43","$47.80","$44.44","$40.46","$39.80","$39.15","$39.91","$39.07","$39.92","$38.76","$37.48","$38.93","$39.87","$40.44","$48.28","$37.71","$41.57"
"BENEFIT COST PER CALL","$13.83","$13.69","$15.53","$13.03","$13.01","$11.53","$11.84","$17.09","$13.80","$11.15","$12.91","$9.70","$10.08","$11.50","$13.79","$13.97","$12.39","$8.64"
"PARTS REVENUE PER CALL","$0.00","$0.83","$0.00","$0.00","$0.73","$0.17","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.47","$0.00"
"PARTS COST PER CALL","$0.00","$0.20","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.43","$0.00"
"PARTS UNMARKED COST PER CALL","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.00","$0.34","$0.00"
"TRUCK COST PER CALL","$16.20","$15.79","$16.59","$15.32","$14.34","$13.49","$14.74","$15.11","$14.08","$13.96","$13.13","$14.31","$13.99","$14.48","$15.36","$18.07","$14.92","$0.00"
"UPS SHIPMENT COST PER CALL","$0.00","$0.12","$0.06","$0.20","$0.02","$0.09","$0.07","$0.02","$0.07","$0.10","$0.03","$0.00","$0.00","$0.00","$0.00","$0.00","$0.18","$0.21"
"%PROFITABLE","92.79%","95.81%","91.40%","94.34%","96.09%","96.45%","96.80%","95.33%","94.80%","96.83%","96.70%","95.23%","94.42%","94.85%","95.13%","86.35%","91.95%","94.56%"
"%UNPROFITABLE","7.21%","4.19%","8.60%","5.66%","3.91%","3.55%","3.20%","4.67%","5.20%","3.17%","3.30%","4.77%","5.58%","5.15%","4.87%","13.65%","8.05%","5.44%"
"PROFITABLE SOS","296","457","319","367","541","435","363","551","474","549","528","479","474","589","391","329","491","469"
"UNPROFITABLE SOS","23","20","30","22","22","16","12","27","26","18","18","24","28","32","20","52","43","27"
"TOTAL REVENUE","$43,510","$67,928","$48,315","$52,591","$77,861","$62,333","$51,484","$79,584","$68,401","$79,213","$75,581","$68,590","$66,788","$83,803","$54,736","$49,657","$70,099","$61,047"
"PPT COST","$23,999","$35,405","$27,914","$28,391","$38,188","$29,275","$24,670","$41,689","$33,508","$36,926","$35,394","$30,932","$31,630","$40,891","$28,600","$30,598","$35,051","$25,010"
"PPT PROFIT","$19,511","$32,523","$20,401","$24,200","$39,673","$33,059","$26,814","$37,895","$34,893","$42,288","$40,187","$37,658","$35,158","$42,912","$26,136","$19,059","$35,049","$36,038"
"LABOR REVENUE","$43,510","$67,534","$48,315","$52,591","$77,447","$62,256","$51,484","$79,584","$68,401","$79,213","$75,581","$68,590","$66,788","$83,803","$54,736","$49,657","$69,847","$61,047"
"PAYROLL COST","$14,420","$21,193","$16,683","$17,286","$22,778","$17,949","$14,680","$23,065","$19,534","$22,634","$21,163","$18,853","$19,544","$24,759","$16,620","$18,393","$20,138","$20,620"
"BENEFIT COST","$4,412","$6,530","$5,419","$5,068","$7,327","$5,202","$4,440","$9,876","$6,900","$6,323","$7,046","$4,878","$5,063","$7,140","$5,666","$5,321","$6,617","$4,286"
"PARTS REVENUE","$0","$394","$0","$0","$414","$77","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$252","$0"
"PARTS COST","$0","$94","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$230","$0"
"PARTS UNMARKED COST","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$0","$183","$0"
"TRUCK COST","$5,167","$7,533","$5,791","$5,959","$8,073","$6,085","$5,526","$8,736","$7,040","$7,914","$7,168","$7,200","$7,024","$8,992","$6,313","$6,884","$7,968","$0"
"UPS SHIPMENT COST","$0","$55","$20","$78","$10","$39","$25","$12","$34","$55","$17","$0","$0","$0","$0","$0","$98","$104"
"ED","13","17","8","6","14","8","2","17","6","9","15","12","12","14","11","7","10","10"
"ED RATE","3.92%","3.44%","2.24%","1.52%","2.43%","1.74%","0.53%","2.86%","1.19%","1.56%","2.67%","2.33%","2.33%","2.20%","2.61%","1.80%","1.84%","1.98%"
"RECALLS","5","9","6","9","10","16","17","19","18","19","20","21","19","22","20","12","19","23"
"RECALL RATE","1.57%","1.89%","1.72%","2.31%","1.78%","3.55%","4.53%","3.29%","3.60%","3.35%","3.66%","4.17%","3.78%","3.54%","4.87%","3.15%","3.56%","4.64%"
"N ATP PER CALL","1.00","1.02","1.01","1.01","1.00","1.01","0.97","0.96","0.97","0.94","0.92","0.95","0.97","0.97","0.97","0.91","1.00","1.02"
"REPAIR TIME PER CALL","34.61","35.85","36.33","36.37","36.50","35.25","33.56","34.34","34.03","34.84","35.00","35.15","33.82","33.36","33.56","31.02","37.41","36.37"
"TRAVEL TIME PER CALL","35.99","35.92","37.26","38.69","36.60","36.01","34.15","35.69","33.87","36.56","35.15","35.45","33.20","34.72","34.26","33.22","32.33","30.99"
"37130 - Element, Heating","229","467","328","400","568","425","485","652","510","534","562","454","413","573","455","391","543","445"
"PPT PROFIT PER CALL","$270.95","$248.77","$280.76","$310.86","$312.57","$304.41","$294.40","$293.22","$303.46","$295.57","$306.74","$317.89","$300.33","$305.74","$300.00","$286.79","$287.35","$301.09"
"TOTAL REVENUE PER CALL","$440.81","$407.79","$432.66","$448.64","$453.51","$431.32","$417.01","$417.23","$426.74","$414.09","$444.87","$449.99","$436.60","$433.54","$434.74","$432.78","$418.77","$438.95"
"PPT COST PER CALL","$169.87","$159.02","$151.90","$137.78","$140.95","$126.91","$122.61","$124.01","$123.28","$118.52","$138.13","$132.09","$136.27","$127.80","$134.75","$145.99","$131.42","$137.87"
"LABOR REVENUE PER CALL","$296.95","$294.43","$302.64","$300.59","$306.76","$302.71","$299.14","$306.54","$307.60","$307.13","$315.97","$324.05","$316.37","$306.31","$311.57","$312.55","$292.79","$294.72"
"PAYROLL COST PER CALL","$72.15","$66.69","$65.20","$59.22","$57.07","$53.25","$48.35","$46.86","$48.52","$48.62","$50.21","$45.13","$52.16","$48.53","$51.04","$64.18","$46.48","$64.10"
"BENEFIT COST PER CALL","$22.35","$20.39","$21.27","$17.41","$18.08","$15.51","$14.77","$20.02","$17.25","$13.88","$16.97","$11.78","$13.92","$14.02","$17.30","$18.42","$15.41","$14.87"
"PARTS REVENUE PER CALL","$143.87","$113.35","$130.02","$148.05","$146.76","$128.61","$117.87","$110.69","$119.14","$106.96","$128.90","$125.93","$120.23","$127.23","$123.17","$120.23","$125.99","$144.24"
"PARTS COST PER CALL","$41.98","$41.23","$36.01","$36.66","$41.21","$36.20","$37.32","$37.78","$38.44","$38.21","$51.45","$55.66","$47.54","$44.96","$44.99","$37.12","$49.76","$57.85"
"PARTS UNMARKED COST PER CALL","$0.12","$0.41","$1.25","$0.49","$0.85","$0.00","$0.26","$0.57","$0.55","$0.46","$0.81","$0.22","$0.91","$0.37","$0.76","$0.44","$1.81","$0.41"
"TRUCK COST PER CALL","$24.79","$23.32","$20.97","$19.09","$19.04","$16.06","$17.33","$16.89","$17.16","$15.80","$16.48","$16.23","$19.07","$17.12","$19.01","$22.90","$17.87","$0.00"
"UPS SHIPMENT COST PER CALL","$8.60","$7.39","$8.46","$5.41","$5.55","$5.88","$4.84","$2.46","$1.92","$2.01","$3.03","$3.29","$3.57","$3.17","$2.42","$3.37","$1.90","$1.05"
"%PROFITABLE","93.45%","91.86%","96.34%","96.25%","97.01%","94.82%","92.16%","94.17%","95.88%","96.07%","97.33%","97.58%","95.40%","97.73%","97.58%","96.68%","93.55%","95.96%"
"%UNPROFITABLE","6.55%","8.14%","3.66%","3.75%","2.99%","5.18%","7.84%","5.83%","4.12%","3.93%","2.67%","2.42%","4.60%","2.27%","2.42%","3.32%","6.45%","4.04%"
"PROFITABLE SOS","214","429","316","385","551","403","447","614","489","513","547","443","394","560","444","378","508","427"
"UNPROFITABLE SOS","15","38","12","15","17","22","38","38","21","21","15","11","19","13","11","13","35","18"
"TOTAL REVENUE","$100,946","$190,436","$141,912","$179,456","$257,595","$183,311","$202,249","$272,036","$217,637","$221,123","$250,017","$204,294","$180,315","$248,416","$197,809","$169,218","$227,394","$195,335"
"PPT COST","$38,899","$74,261","$49,824","$55,114","$80,057","$53,936","$59,464","$80,856","$62,872","$63,287","$77,630","$59,970","$56,278","$73,229","$61,311","$57,082","$71,361","$61,350"
"PPT PROFIT","$62,047","$116,175","$92,089","$124,342","$177,539","$129,375","$142,785","$191,180","$154,765","$157,835","$172,387","$144,324","$124,037","$175,188","$136,498","$112,136","$156,033","$133,984"
"LABOR REVENUE","$68,001","$137,501","$99,265","$120,235","$174,238","$128,653","$145,082","$199,863","$156,875","$164,008","$177,578","$147,119","$130,661","$175,513","$141,765","$122,208","$158,984","$131,149"
"PAYROLL COST","$16,523","$31,145","$21,384","$23,690","$32,414","$22,632","$23,452","$30,554","$24,743","$25,963","$28,216","$20,490","$21,543","$27,809","$23,222","$25,096","$25,240","$28,523"
"BENEFIT COST","$5,117","$9,522","$6,975","$6,963","$10,269","$6,591","$7,162","$13,056","$8,795","$7,413","$9,535","$5,347","$5,749","$8,032","$7,871","$7,200","$8,370","$6,619"
"PARTS REVENUE","$32,945","$52,935","$42,648","$59,221","$83,357","$54,658","$57,168","$72,173","$60,762","$57,115","$72,439","$57,174","$49,654","$72,904","$56,044","$47,009","$68,410","$64,186"
"PARTS COST","$9,614","$19,256","$11,810","$14,663","$23,407","$15,384","$18,100","$24,636","$19,602","$20,404","$28,913","$25,271","$19,635","$25,761","$20,469","$14,515","$27,017","$25,742"
"PARTS UNMARKED COST","$27","$190","$410","$195","$483","$0","$128","$374","$279","$244","$453","$101","$376","$210","$347","$174","$981","$181"
"TRUCK COST","$5,676","$10,889","$6,879","$7,634","$10,813","$6,827","$8,405","$11,010","$8,753","$8,436","$9,262","$7,368","$7,875","$9,812","$8,649","$8,955","$9,703","$0"
"UPS SHIPMENT COST","$1,969","$3,450","$2,775","$2,164","$3,154","$2,501","$2,345","$1,601","$978","$1,072","$1,704","$1,495","$1,476","$1,814","$1,100","$1,316","$1,031","$466"
"ED","139","236","213","221","284","254","225","271","201","190","234","159","212","220","174","137","215","197"
"ED RATE","37.77%","33.57%","39.37%","35.59%","33.33%","37.41%","31.69%","29.36%","28.27%","26.24%","29.40%","25.94%","33.92%","27.74%","27.66%","25.95%","28.36%","30.69%"
"RECALLS","17","24","11","11","22","19","28","28","34","28","22","11","20","27","16","3","18","21"
"RECALL RATE","7.42%","5.14%","3.35%","2.75%","3.87%","4.47%","5.77%","4.29%","6.67%","5.24%","3.91%","2.42%","4.84%","4.71%","3.52%","0.77%","3.31%","4.72%"
"N ATP PER CALL","1.64","1.57","1.39","1.35","1.41","1.32","1.31","1.24","1.25","1.23","1.24","1.23","1.27","1.22","1.18","1.16","1.22","1.29"
"REPAIR TIME PER CALL","60.24","55.39","53.97","52.50","55.30","50.83","46.53","43.60","45.04","48.97","48.13","47.21","47.56","43.99","44.91","45.26","47.14","50.18"
"TRAVEL TIME PER CALL","55.63","52.09","48.11","49.03","48.24","43.77","40.00","40.22","40.34","40.93","43.65","39.75","44.68","40.72","41.81","40.78","39.31","41.86"
"81120 - Compressor Rep/Repl","181","359","299","335","393","285","315","405","413","591","731","565","476","721","520","436","597","515"
"PPT PROFIT PER CALL","$267.95","$281.81","$296.57","$364.05","$350.80","$327.41","$351.42","$328.61","$310.86","$372.94","$345.94","$367.22","$335.35","$354.29","$354.23","$315.12","$270.76","$253.49"
"TOTAL REVENUE PER CALL","$746.71","$783.69","$791.40","$840.53","$823.44","$722.14","$760.76","$746.80","$738.68","$732.52","$728.85","$754.27","$718.71","$733.05","$717.52","$659.60","$659.19","$689.50"
"PPT COST PER CALL","$478.76","$501.89","$494.83","$476.48","$472.64","$394.72","$409.33","$418.19","$427.82","$359.57","$382.90","$387.05","$383.36","$378.76","$363.28","$344.48","$388.42","$436.01"
"LABOR REVENUE PER CALL","$464.99","$503.31","$481.94","$522.92","$508.17","$491.09","$523.96","$526.63","$535.10","$521.93","$554.53","$586.91","$547.73","$518.42","$509.46","$490.16","$468.98","$481.26"
"PAYROLL COST PER CALL","$106.61","$104.76","$97.86","$92.72","$91.35","$83.00","$86.44","$87.42","$90.51","$86.95","$83.45","$76.59","$86.29","$84.75","$86.97","$102.32","$92.05","$127.96"
"BENEFIT COST PER CALL","$31.94","$30.49","$31.27","$26.71","$28.11","$23.78","$26.39","$36.82","$30.56","$23.42","$27.07","$19.17","$21.31","$24.32","$28.63","$28.10","$25.76","$35.22"
"PARTS REVENUE PER CALL","$281.71","$280.38","$309.46","$317.61","$315.27","$231.05","$236.80","$220.17","$203.59","$210.59","$174.32","$167.36","$170.98","$214.63","$208.06","$169.44","$190.21","$208.24"
"PARTS COST PER CALL","$287.04","$309.91","$310.59","$306.68","$304.56","$243.68","$250.42","$245.32","$255.58","$197.60","$227.98","$243.64","$228.15","$225.63","$202.54","$170.91","$232.31","$261.49"
"PARTS UNMARKED COST PER CALL","$12.05","$4.86","$5.38","$2.27","$10.61","$3.43","$1.84","$5.07","$2.92","$4.47","$3.83","$9.17","$6.86","$4.12","$9.59","$11.47","$10.23","$0.54"
"TRUCK COST PER CALL","$33.33","$31.16","$28.33","$28.02","$26.94","$22.53","$27.59","$28.03","$28.21","$25.19","$23.20","$24.18","$26.96","$24.72","$28.27","$31.52","$26.60","$0.00"
"UPS SHIPMENT COST PER CALL","$19.84","$25.57","$26.79","$22.36","$21.68","$21.73","$18.49","$20.59","$22.96","$26.42","$21.21","$23.48","$20.65","$19.33","$16.88","$11.62","$11.71","$11.33"
"%PROFITABLE","77.35%","81.34%","81.94%","83.58%","84.73%","83.51%","85.40%","82.22%","84.75%","86.63%","88.65%","84.60%","86.76%","89.04%","88.27%","83.94%","84.09%","89.71%"
"%UNPROFITABLE","22.65%","18.66%","18.06%","16.42%","15.27%","16.49%","14.60%","17.78%","15.25%","13.37%","11.35%","15.40%","13.24%","10.96%","11.73%","16.06%","15.91%","10.29%"
"PROFITABLE SOS","140","292","245","280","333","238","269","333","350","512","648","478","413","642","459","366","502","462"
"UNPROFITABLE SOS","41","67","54","55","60","47","46","72","63","79","83","87","63","79","61","70","95","53"
"TOTAL REVENUE","$135,154","$281,345","$236,629","$281,578","$323,612","$205,809","$239,639","$302,455","$305,076","$432,919","$532,786","$426,162","$342,104","$528,527","$373,110","$287,584","$393,536","$355,092"
"PPT COST","$86,655","$180,177","$147,955","$159,622","$185,748","$112,496","$128,941","$169,368","$176,692","$212,509","$279,903","$218,685","$182,479","$273,084","$188,908","$150,193","$231,889","$224,544"
"PPT PROFIT","$48,499","$101,168","$88,674","$121,956","$137,864","$93,313","$110,698","$133,087","$128,384","$220,410","$252,883","$207,477","$159,625","$255,444","$184,202","$137,391","$161,647","$130,548"
"LABOR REVENUE","$84,163","$180,690","$144,101","$175,178","$199,712","$139,960","$165,047","$213,286","$220,994","$308,460","$405,358","$331,605","$260,719","$373,777","$264,918","$213,708","$279,982","$247,851"
"PAYROLL COST","$19,296","$37,610","$29,261","$31,060","$35,900","$23,654","$27,229","$35,405","$37,380","$51,386","$61,004","$43,271","$41,072","$61,103","$45,223","$44,614","$54,951","$65,902"
"BENEFIT COST","$5,782","$10,945","$9,349","$8,948","$11,047","$6,777","$8,313","$14,913","$12,623","$13,842","$19,787","$10,831","$10,145","$17,535","$14,888","$12,253","$15,376","$18,141"
"PARTS REVENUE","$50,990","$100,655","$92,528","$106,401","$123,900","$65,849","$74,592","$89,169","$84,081","$124,459","$127,428","$94,558","$81,385","$154,750","$108,192","$73,875","$113,554","$107,241"
"PARTS COST","$51,954","$111,257","$92,867","$102,737","$119,693","$69,449","$78,883","$99,356","$105,556","$116,780","$166,652","$137,657","$108,597","$162,680","$105,319","$74,515","$138,687","$134,666"
"PARTS UNMARKED COST","$2,182","$1,746","$1,608","$759","$4,170","$977","$580","$2,053","$1,204","$2,642","$2,797","$5,182","$3,264","$2,971","$4,987","$5,000","$6,107","$277"
"TRUCK COST","$6,033","$11,186","$8,470","$9,386","$10,588","$6,421","$8,692","$11,353","$11,649","$14,887","$16,957","$13,659","$12,834","$17,827","$14,703","$13,745","$15,883","$0"
"UPS SHIPMENT COST","$3,590","$9,180","$8,009","$7,491","$8,520","$6,194","$5,824","$8,340","$9,484","$15,614","$15,503","$13,267","$9,831","$13,939","$8,775","$5,066","$6,993","$5,836"
"ED","7","8","2","7","5","3","1","2","4","7","6","73","71","5","0","0","0","1"
"ED RATE","3.72%","2.18%","0.66%","2.05%","1.26%","1.04%","0.32%","0.49%","0.96%","1.17%","0.81%","11.44%","12.98%","0.69%","0.00%","0.00%","0.00%","0.19%"
"RECALLS","21","36","31","37","50","39","56","51","59","79","100","68","46","84","72","39","77","67"
"RECALL RATE","11.60%","10.03%","10.37%","11.04%","12.72%","13.68%","17.78%","12.59%","14.29%","13.37%","13.68%","12.04%","9.66%","11.65%","13.85%","8.94%","12.90%","13.01%"
"N ATP PER CALL","1.93","1.82","1.68","1.72","1.75","1.69","1.76","1.81","1.80","1.79","1.69","1.62","1.71","1.61","1.49","1.46","1.72","1.72"
"REPAIR TIME PER CALL","86.81","85.90","80.77","79.59","86.84","78.24","83.16","79.56","81.72","85.09","82.10","76.42","78.30","78.74","77.86","71.92","84.58","84.70"
"TRAVEL TIME PER CALL","74.13","69.40","62.62","69.55","68.71","61.35","64.97","66.79","66.83","63.98","61.16","59.18","61.07","59.94","60.84","55.90","56.55","58.65"
"93980 - Exhaust Vent Unsat","247","412","286","311","420","367","339","450","316","346","406","334","359","428","376","323","453","400"
"85225 - Mix Valve Rep/Repl","226","366","265","274","387","351","409","483","341","366","474","372","355","487","305","236","433","437"
"36120 - Door/lid switch","232","381","241","222","345","286","306","408","360","415","476","521","420","520","349","279","370","324"
"14220 - Belt idler (minor)","161","323","248","297","402","287","328","494","364","431","450","378","339","460","330","259","433","400"
"93800 - Cleaning Lint Filter","261","457","293","280","342","318","336","379","294","305","328","331","325","418","355","368","350","321"
"14322 - Drum Roller (Minor)","153","279","197","224","316","322","325","428","309","286","332","273","253","352","299","247","365","342"
"32111 - EvaporatorFan Motor/Minor","233","370","215","216","308","228","239","352","318","378","414","381","330","375","214","161","299","224"
"33333 - JobCodeNotAvailable","74","198","101","101","122","65","80","97","1,007","78","116","194","371","251","191","420","868","831"
"94535 - Drain/Defrost","212","338","210","219","232","197","171","223","245","269","396","366","360","477","323","286","338","290"
"93940 - Cycle/Temp Selection","272","414","292","266","307","306","240","327","264","273","298","274","263","315","187","199","244","213"
"14120 - Drum Belt (Minor)","205","288","226","225","291","258","249","302","341","320","351","293","261","367","268","193","264","243"
"93130 - Instrct/OperatngSndNormal","0","14","276","282","305","238","201","342","331","278","347","356","344","411","267","215","316","274"
"39150 - Thermal Fuse","152","241","178","222","327","249","239","329","208","244","341","253","215","366","260","209","370","309"
"95103 - PM Regular (CC only)","131","262","280","370","281","133","159","218","216","279","308","282","277","342","235","292","428","166"
"11420 - Suspension Rod","144","228","137","178","248","212","205","268","238","351","320","327","248","314","184","134","232","214"
"90005 - Declined Estimate","50","194","236","259","342","238","293","255","233","269","304","274","296","287","181","130","169","119"
"93200 - Normal Sound Level","0","11","202","208","261","206","212","255","235","229","242","190","214","257","202","202","305","225"
"84000 - Pump w/motor (minor)","78","244","166","193","236","199","168","281","204","235","245","227","199","220","168","142","224","175"
"93900 - Unbalanced loads","181","311","198","139","197","179","183","173","179","176","239","155","170","203","127","155","228","188"
"93120 - Temp/Cooling Controls","158","313","173","148","163","111","126","173","177","177","202","188","188","264","144","156","174","143"
"81433 - Drier Replace","197","210","122","144","137","119","126","172","156","218","331","295","162","128","85","74","110","75"
"35121 - Valve, I.M./Water","107","156","120","117","189","139","143","155","162","170","188","218","158","230","129","103","146","144"
"94400 - I.M. Shut-off","132","217","138","124","143","115","113","155","177","163","196","161","158","216","121","109","166","114"
"56140 - User Interface/Replace","95","142","83","114","155","123","144","198","158","216","195","152","159","186","84","83","198","128"
"93700 - ProperLoading/Sorting","151","228","149","134","183","136","161","157","141","146","137","137","117","152","101","75","119","136"
"90300 - Service Attempt","78","195","277","189","227","181","183","156","81","50","56","37","62","168","113","117","191","147"
"39330 - Thermal Cutoff","63","96","93","84","142","113","131","169","126","142","143","143","110","152","144","83","132","137"
"37240 - Element, Bake/Replace","53","95","71","96","123","110","116","226","184","135","120","107","75","112","98","74","162","126"
"93530 - Drain, Clean","121","159","105","93","100","67","48","106","94","131","168","129","126","176","125","116","133","79"
"85380 - Water Filter Housing","66","110","69","87","128","110","106","111","104","108","130","118","119","128","79","73","124","90"
"93115 - HeavyUsage/DoorOpenings","97","124","80","69","81","69","67","113","111","86","152","115","134","160","97","68","85","72"
"36137 - Door lock mechanism","71","130","68","87","114","77","71","121","111","113","137","148","88","79","68","50","91","68"
"93851 - Instruct on cleaning vent","62","104","69","75","106","82","81","94","86","83","99","87","84","117","87","105","129","115"
"93305 - Can't use GFCI outlet","101","126","100","79","100","91","77","87","91","96","128","117","95","121","80","55","62","46"
"94330 - Loading\Food Storage","120","148","79","83","88","46","59","74","80","86","130","79","99","160","99","76","79","64"
"94380 - Dispenser locked","89","178","90","89","99","71","64","115","78","80","111","79","109","109","80","53","68","59"
"93840 - Improper Household Power","71","74","70","67","93","87","96","126","136","101","104","87","82","89","84","48","105","84"
"32171 - Motor, Drain","58","88","59","74","97","78","88","125","91","90","107","90","97","111","71","67","90","74"
"95102 - PM Add On, HVAC & Other Non-Bundle (CC only)","62","90","92","112","111","64","47","92","113","91","74","69","95","139","71","84","84","60"
"93720 - Objects in drum","78","102","66","80","82","74","65","100","82","84","93","88","92","114","77","79","100","87"
"90050 - Cancelled at the Door","45","93","51","66","72","67","66","94","82","83","107","83","76","109","98","91","151","108"
"37140 - Actuator/shifter","57","95","50","56","73","72","81","92","83","100","117","116","110","113","82","71","82","82"
"39130 - Thermostat Fixed","59","79","51","68","94","88","84","114","73","92","101","99","85","116","67","50","90","97"
"31220 - Wiring/Harness Rep/Repl","66","99","81","73","105","65","76","78","82","85","96","85","84","119","76","54","102","72"
"85115 - Drain, Frozen/Leak/Repair","71","122","77","64","89","50","53","70","72","81","123","110","106","102","76","72","63","65"
"93995 - Child lock/instruct","63","116","75","70","71","63","69","103","80","63","110","92","81","101","65","64","76","89"
"93450 - Water shut off","47","84","72","59","82","82","86","95","83","89","75","82","85","113","73","61","84","89"
"35720 - Coil-Main or Pilot","63","68","55","41","51","44","64","67","74","136","134","134","115","118","71","56","77","69"
"39113 - Thermostat, Operating","39","79","58","71","93","79","85","89","71","98","104","88","68","94","71","55","96","91"
"34110 - Timer/Mechanical/Replace","36","86","57","52","85","70","66","111","69","85","112","107","61","105","63","62","93","75"
"93000 - No Mechanical Issue - Improper Use by Customer","35","52","50","47","64","68","79","103","75","82","108","89","104","142","70","71","66","81"
"73395 - Door boot/bellows","32","82","55","47","84","55","66","74","69","66","89","98","80","115","72","67","111","89"
"93941 - Cycle Selection","88","113","76","62","82","65","59","98","59","69","74","63","74","120","60","53","64","59"
"93325 - Condenser, Clean","79","98","57","50","47","55","55","68","57","64","101","88","126","137","62","61","72","59"
"93920 - Cleaning dispenser","58","107","56","56","73","53","44","62","67","55","72","66","60","107","96","87","91","93"
"37211 - Defrost Htr (Bott Mt/SXS)","53","96","70","54","75","38","50","68","74","72","99","95","59","101","72","46","102","58"
"14135 - Belt, Replace","52","84","61","79","54","40","51","50","62","69","92","103","75","110","70","70","87","52"
"32132 - Motor Rep/Repl","42","81","39","46","76","57","71","95","74","77","72","62","50","88","64","46","109","96"
"93225 - Instr/ElectrnicContrlOper","49","89","55","66","85","62","65","121","102","68","63","77","71","41","34","38","44","59"
"94521 - Evap (Defrost Only)","38","71","52","46","68","47","46","69","60","49","92","84","73","88","69","57","94","80"
"93110 - Pwr Consump/Run Time","89","145","40","65","58","26","49","62","65","70","63","96","52","71","55","50","71","34"
"73830 - Door Gasket","32","73","62","60","65","64","68","76","79","88","93","83","58","66","43","30","49","49"
"93960 - Use of Detergent/Bleach","45","65","65","60","79","45","53","75","58","57","94","57","62","78","70","49","56","66"
"32114 - EvaporatorFan Motor/Major","32","81","59","46","46","39","47","57","61","72","87","97","59","73","64","47","80","71"
"13112 - Damper, Auto","58","88","42","46","51","43","48","67","58","64","109","90","85","79","41","30","60","57"
"13132 - Blower Rep/Repl","44","63","61","62","80","58","57","74","57","59","58","67","61","76","47","36","74","63"
"93975 - Instruct on cleaning boot","57","100","62","38","66","59","48","51","51","70","74","64","60","80","52","58","62","42"
"35117 - Valve, Water","45","65","49","58","57","57","39","72","84","69","93","79","56","69","45","35","59","59"
"85220 - Fill Valve Rep/Repl","44","58","59","54","85","68","68","72","43","60","66","62","52","81","32","42","81","52"
"94370 - HighAmbientTemp&Humidity","77","121","33","44","51","48","48","57","64","60","88","79","87","101","47","25","24","19"
"14225 - Belt idler (major)","36","53","45","42","59","56","61","77","72","74","82","54","52","69","40","51","97","49"
"28020 - Change Oil & Filter Only","27","52","49","97","74","10","13","22","25","26","26","33","35","107","156","221","78","17"
"61060 - Belt Guides, Adjust","67","135","110","52","27","5","6","15","24","50","70","92","74","132","91","62","33","10"
"93440 - Water quality","52","69","69","59","61","53","57","70","54","57","55","48","73","61","56","41","56","57"
"36127 - Switch,SrfaceInfinite/Rpl","34","48","40","32","60","41","59","90","67","73","70","72","56","78","47","35","84","60"
"93925 - Water turned off","56","93","54","57","63","51","42","61","52","48","54","56","50","78","59","40","63","50"
"94350 - Moist/Sweat (Internal)","72","90","60","59","44","31","42","44","57","63","96","70","72","81","43","24","40","39"
"85730 - Hose, Drain, Rep/Repl","32","53","32","41","61","61","58","53","57","64","67","65","56","76","49","44","81","57"
"14325 - Drum Roller (Major)","56","74","44","50","59","66","59","73","52","53","60","40","38","68","53","34","62","64"
"11630 - Agitator R/R","39","65","32","46","58","34","53","66","54","56","55","57","60","65","51","54","78","67"
"12030 - Carb Clean","0","4","3","7","13","233","246","187","121","39","26","9","4","1","1","4","16","75"
"12123 - Door Gasket (Minor)","40","63","56","30","38","28","38","44","79","82","128","85","69","71","35","31","35","34"
"39210 - Bi-Metal, Defrost","43","68","52","45","55","39","41","59","47","63","60","75","61","74","41","32","58","49"
"30052 - Capacitor Replace","63","96","44","42","35","25","22","27","24","33","85","77","111","111","68","31","37","20"
"78110 - Spring, Suspension","25","64","34","28","54","46","41","60","73","71","86","61","56","52","47","33","65","49"
"95100 - PM Check (SP Only)","26","40","26","42","25","15","23","26","17","33","44","28","34","100","98","215","69","63"
"36310 - Switch, Interlock, Rep/Re","32","57","30","44","63","33","73","78","61","49","64","55","35","61","46","30","64","40"
"94310 - Electronic Controls","45","55","38","39","47","42","51","59","49","57","73","67","55","70","44","35","45","42"
"13220 - EvapFanBlade R/R (Minor)","17","52","32","38","52","59","38","51","66","79","81","63","48","62","37","28","50","36"
"56142 - Thermistor","60","52","33","32","32","32","37","47","57","55","74","90","77","67","31","16","66","31"
"32120 - CondenserFanMotor(Minor)","41","54","37","36","54","34","50","77","62","60","76","57","42","63","32","23","44","41"
"85390 - Water Filter","36","63","41","37","43","42","37","44","38","37","68","44","54","78","37","53","65","65"
"32170 - Motor, Stator - Rotor","41","62","27","30","46","35","36","34","41","61","76","49","68","66","50","39","52","55"
"95710 - CheckdStoreStockWorkingOK","45","74","35","45","58","37","46","68","53","65","56","40","42","54","40","18","40","41"
