"UPS SHIPMENT COST","$765","$17","$107","$10","$87","$60","$676","$1,348","$373","$231","$71","$468","$375","$133","$173","$48","$214","$68"
"ED","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"ED RATE","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%"
"RECALLS","3","5","4","6","9","8","8","10","9","11","17","15","4","2","4","7","13","25"
"RECALL RATE","0.03%","0.03%","0.04%","0.05%","0.06%","0.07%","0.07%","0.07%","0.07%","0.09%","0.11%","0.11%","0.03%","0.01%","0.03%","0.07%","0.09%","0.19%"
"N ATP PER CALL","1.01","1.01","1.00","1.00","1.00","1.00","1.01","1.00","1.00","1.00","1.00","1.00","1.00","1.00","1.00","0.96","1.00","1.00"
"REPAIR TIME PER CALL","37.17","35.90","37.23","38.06","37.58","35.81","35.56","34.39","34.41","36.06","35.90","35.65","35.18","35.55","34.58","33.79","37.84","37.03"
"TRAVEL TIME PER CALL","37.93","35.77","35.91","38.63","37.10","36.06","35.55","35.56","34.18","35.00","34.81","33.29","33.39","34.13","35.32","35.32","33.26","32.29"
"95930 - No Technical Information Available","1,860","2,558","1,395","1,253","1,520","1,284","1,343","3,444","3,717","4,513","6,789","16,846","11,033","11,780","6,053","4,114","13,508","11,009"
"PPT PROFIT PER CALL","$41.25","$28.61","$29.15","$29.81","$27.36","$24.12","$16.59","$6.45","$7.25","$8.56","-$4.31","-$19.48","-$2.27","-$8.74","-$7.26","-$11.07","-$29.43","$5.09"
"TOTAL REVENUE PER CALL","$111.81","$98.76","$99.45","$100.35","$93.62","$93.04","$88.16","$129.64","$139.24","$130.62","$130.01","$127.74","$87.99","$82.31","$116.37","$69.26","$83.30","$84.18"
"PPT COST PER CALL","$70.56","$70.15","$70.30","$70.54","$66.26","$68.92","$71.57","$123.19","$131.99","$122.05","$134.32","$147.22","$90.25","$91.05","$123.63","$80.33","$112.74","$79.09"
"LABOR REVENUE PER CALL","$111.22","$96.43","$98.71","$99.42","$93.29","$92.63","$88.01","$91.68","$92.13","$87.97","$83.13","$73.06","$82.46","$75.23","$85.96","$66.81","$82.56","$83.77"
"PAYROLL COST PER CALL","$43.00","$41.70","$41.84","$42.44","$40.03","$42.08","$42.50","$41.99","$42.50","$41.86","$40.46","$41.66","$46.80","$48.72","$53.38","$46.99","$66.74","$56.26"
"BENEFIT COST PER CALL","$12.68","$12.55","$13.36","$12.19","$12.07","$12.15","$12.96","$17.95","$14.66","$11.49","$13.13","$10.79","$12.25","$14.01","$17.88","$12.79","$16.10","$15.34"
"PARTS REVENUE PER CALL","$0.59","$2.34","$0.73","$0.93","$0.34","$0.41","$0.16","$37.96","$47.11","$42.65","$46.89","$54.68","$5.53","$7.08","$30.41","$2.46","$0.74","$0.41"
"PARTS COST PER CALL","$0.36","$1.50","$0.45","$1.51","$0.30","$0.17","$0.14","$41.74","$51.22","$44.97","$56.87","$67.95","$7.89","$7.18","$28.30","$3.36","$1.01","$0.32"
"PARTS UNMARKED COST PER CALL","$0.36","$0.53","$0.16","$1.36","$0.14","$0.13","$0.10","$38.65","$48.50","$42.08","$52.60","$61.40","$3.98","$3.05","$10.17","$2.07","$0.68","$0.42"
"TRUCK COST PER CALL","$14.44","$14.09","$14.50","$14.20","$13.72","$14.31","$15.83","$15.58","$15.22","$14.23","$13.19","$15.47","$16.99","$17.05","$19.13","$15.09","$19.70","$0.00"
"UPS SHIPMENT COST PER CALL","$0.08","$0.32","$0.14","$0.20","$0.14","$0.20","$0.14","$5.93","$8.39","$9.51","$10.67","$11.34","$6.32","$4.10","$4.95","$2.10","$9.18","$7.17"
"%PROFITABLE","72.15%","64.78%","64.52%","66.88%","65.86%","65.50%","63.22%","58.57%","59.46%","57.77%","52.63%","50.88%","50.77%","46.85%","49.58%","36.41%","49.59%","63.71%"
"%UNPROFITABLE","27.85%","35.22%","35.48%","33.12%","34.14%","34.50%","36.78%","41.43%","40.54%","42.23%","47.37%","49.12%","49.23%","53.15%","50.42%","63.59%","50.41%","36.29%"
"PROFITABLE SOS","1,342","1,657","900","838","1,001","841","849","2,017","2,210","2,607","3,573","8,571","5,602","5,519","3,001","1,498","6,698","7,014"
"UNPROFITABLE SOS","518","901","495","415","519","443","494","1,427","1,507","1,906","3,216","8,275","5,431","6,261","3,052","2,616","6,810","3,995"
"TOTAL REVENUE","$207,966","$252,637","$138,728","$125,742","$142,308","$119,463","$118,405","$446,480","$517,554","$589,477","$882,672","$2,151,896","$970,758","$969,554","$704,401","$284,949","$1,125,246","$926,731"
"PPT COST","$131,239","$179,452","$98,064","$88,389","$100,714","$88,496","$96,120","$424,278","$490,622","$550,831","$911,903","$2,480,029","$995,753","$1,072,529","$748,357","$330,479","$1,522,833","$870,715"
"PPT PROFIT","$76,727","$73,184","$40,664","$37,353","$41,595","$30,967","$22,284","$22,202","$26,932","$38,647","-$29,231","-$328,133","-$24,995","-$102,975","-$43,956","-$45,529","-$397,588","$56,016"
"LABOR REVENUE","$206,862","$246,657","$137,705","$124,573","$141,794","$118,943","$118,196","$315,740","$342,445","$397,006","$564,365","$1,230,768","$909,787","$886,200","$520,331","$274,847","$1,115,218","$922,251"
"PAYROLL COST","$79,985","$106,667","$58,366","$53,183","$60,844","$54,031","$57,071","$144,624","$157,956","$188,897","$274,685","$701,883","$516,373","$573,867","$323,091","$193,318","$901,567","$619,384"
"BENEFIT COST","$23,585","$32,095","$18,643","$15,270","$18,347","$15,602","$17,409","$61,828","$54,497","$51,840","$89,172","$181,830","$135,101","$165,006","$108,223","$52,632","$217,471","$168,847"
"PARTS REVENUE","$1,105","$5,980","$1,023","$1,169","$514","$521","$209","$130,740","$175,109","$192,471","$318,307","$921,129","$60,971","$83,354","$184,071","$10,102","$10,028","$4,480"
"PARTS COST","$664","$3,831","$626","$1,886","$459","$224","$192","$143,749","$190,401","$202,947","$386,064","$1,144,679","$87,105","$84,543","$171,306","$13,815","$13,663","$3,545"
"PARTS UNMARKED COST","$660","$1,359","$224","$1,710","$206","$173","$130","$133,118","$180,280","$189,923","$357,119","$1,034,372","$43,911","$35,926","$61,542","$8,536","$9,183","$4,578"
"TRUCK COST","$26,858","$36,049","$20,234","$17,794","$20,854","$18,380","$21,266","$53,668","$56,574","$64,232","$89,544","$260,534","$187,460","$200,831","$115,780","$62,088","$266,172","$0"
"UPS SHIPMENT COST","$147","$810","$194","$255","$209","$259","$183","$20,410","$31,195","$42,915","$72,437","$191,103","$69,714","$48,281","$29,958","$8,626","$123,961","$78,939"
"ED","11","22","19","18","14","13","9","14","20","18","21","16","13","25","11","21","16","15"
"ED RATE","0.59%","0.85%","1.34%","1.42%","0.91%","1.00%","0.67%","0.40%","0.54%","0.40%","0.31%","0.09%","0.12%","0.21%","0.18%","0.51%","0.12%","0.14%"
"RECALLS","135","201","116","129","153","154","178","418","540","560","856","1,183","446","413","220","123","702","467"
"RECALL RATE","7.26%","7.86%","8.32%","10.30%","10.07%","11.99%","13.25%","12.14%","14.53%","12.41%","12.61%","7.02%","4.04%","3.51%","3.63%","2.99%","5.20%","4.24%"
"N ATP PER CALL","1.13","1.22","1.18","1.12","1.09","0.82","0.78","1.30","1.29","1.39","0.99","1.12","1.20","1.23","1.74","1.38","1.96","1.84"
"REPAIR TIME PER CALL","34.01","33.56","32.16","33.67","33.21","34.33","34.98","36.69","36.38","38.43","36.07","40.24","41.12","41.29","45.18","31.28","48.40","43.86"
"TRAVEL TIME PER CALL","31.73","31.09","31.26","35.19","35.01","37.94","37.31","36.21","35.78","36.04","34.36","37.52","38.36","40.53","41.98","27.31","41.86","38.85"
"56320 - Main PCB/Replace","3,235","4,840","4,145","4,267","6,010","5,477","5,782","6,519","5,435","6,422","7,650","6,822","6,277","6,854","5,295","4,253","7,438","6,424"
"PPT PROFIT PER CALL","$56.71","$60.80","$43.59","$52.18","$36.82","$46.99","$38.60","$19.58","$9.73","$28.02","$12.67","$47.09","$40.97","$54.40","$53.06","$6.00","$15.27","$43.84"
"TOTAL REVENUE PER CALL","$349.17","$350.18","$351.19","$343.39","$321.66","$317.71","$312.63","$301.81","$296.76","$281.68","$274.65","$289.39","$290.03","$299.28","$297.35","$259.11","$285.68","$291.61"
"PPT COST PER CALL","$292.47","$289.38","$307.59","$291.22","$284.84","$270.71","$274.03","$282.23","$287.02","$253.67","$261.98","$242.30","$249.06","$244.88","$244.28","$253.11","$270.41","$247.77"
"LABOR REVENUE PER CALL","$162.30","$166.73","$156.73","$156.08","$150.33","$147.77","$147.03","$157.34","$157.10","$151.41","$140.19","$153.75","$147.94","$149.05","$151.09","$149.30","$134.61","$131.96"
"PAYROLL COST PER CALL","$92.31","$90.57","$96.31","$91.18","$86.11","$81.87","$81.26","$80.93","$83.31","$77.82","$77.37","$70.00","$79.32","$83.32","$87.26","$101.59","$78.41","$88.44"
"BENEFIT COST PER CALL","$27.86","$27.57","$31.63","$27.05","$26.98","$23.98","$25.46","$34.74","$29.46","$21.80","$25.88","$18.20","$21.12","$24.58","$29.64","$29.18","$25.50","$25.34"
"PARTS REVENUE PER CALL","$186.87","$183.45","$194.45","$187.32","$171.33","$169.94","$165.60","$144.47","$139.66","$130.27","$134.46","$135.64","$142.09","$150.23","$146.25","$109.82","$151.07","$159.64"
"PARTS COST PER CALL","$126.93","$126.02","$128.56","$127.38","$123.95","$117.46","$122.24","$123.27","$129.94","$112.54","$116.91","$112.98","$103.53","$92.15","$80.42","$77.03","$127.91","$126.55"
"PARTS UNMARKED COST PER CALL","$14.33","$12.30","$13.99","$14.80","$12.24","$11.51","$12.56","$13.09","$15.62","$18.92","$19.36","$18.46","$12.41","$7.54","$7.79","$15.42","$11.39","$0.08"
"TRUCK COST PER CALL","$33.04","$32.14","$33.80","$30.05","$29.87","$27.22","$30.31","$29.74","$30.57","$27.01","$25.92","$25.83","$29.36","$29.52","$33.39","$36.92","$30.34","$0.00"
"UPS SHIPMENT COST PER CALL","$12.32","$13.08","$17.30","$15.56","$17.94","$20.18","$14.76","$13.55","$13.74","$14.50","$15.89","$15.29","$15.73","$15.32","$13.58","$8.38","$8.26","$7.45"
"%PROFITABLE","67.17%","68.10%","64.13%","66.44%","61.05%","64.58%","62.80%","58.72%","56.30%","59.93%","57.53%","63.72%","62.80%","65.44%","64.49%","56.41%","58.73%","69.29%"
"%UNPROFITABLE","32.83%","31.90%","35.87%","33.56%","38.95%","35.42%","37.20%","41.28%","43.70%","40.07%","42.47%","36.28%","37.20%","34.56%","35.51%","43.59%","41.27%","30.71%"
"PROFITABLE SOS","2,173","3,296","2,658","2,835","3,669","3,537","3,631","3,828","3,060","3,849","4,401","4,347","3,942","4,485","3,415","2,399","4,368","4,451"
"UNPROFITABLE SOS","1,062","1,544","1,487","1,432","2,341","1,940","2,151","2,691","2,375","2,573","3,249","2,475","2,335","2,369","1,880","1,854","3,070","1,973"
"TOTAL REVENUE","$1,129,570","$1,694,868","$1,455,674","$1,465,265","$1,933,176","$1,740,093","$1,807,647","$1,967,486","$1,612,875","$1,808,979","$2,101,064","$1,974,192","$1,820,526","$2,051,276","$1,574,444","$1,102,010","$2,124,899","$1,873,294"
"PPT COST","$946,126","$1,400,605","$1,274,977","$1,242,630","$1,711,899","$1,482,705","$1,584,448","$1,839,873","$1,559,971","$1,629,040","$2,004,116","$1,652,944","$1,563,339","$1,678,412","$1,293,476","$1,076,487","$2,011,315","$1,591,683"
"PPT PROFIT","$183,444","$294,263","$180,697","$222,636","$221,277","$257,388","$223,198","$127,613","$52,904","$179,940","$96,948","$321,247","$257,188","$372,864","$280,967","$25,523","$113,583","$281,610"
"LABOR REVENUE","$525,030","$806,969","$649,660","$665,990","$903,455","$809,348","$850,133","$1,025,715","$853,833","$972,386","$1,072,441","$1,048,858","$928,642","$1,021,615","$800,025","$634,956","$1,001,252","$847,737"
"PAYROLL COST","$298,629","$438,351","$399,196","$389,065","$517,517","$448,385","$469,863","$527,614","$452,796","$499,784","$591,896","$477,530","$497,907","$571,044","$462,051","$432,051","$583,216","$568,118"
"BENEFIT COST","$90,120","$133,419","$131,090","$115,417","$162,121","$131,341","$147,190","$226,486","$160,121","$139,974","$198,013","$124,144","$132,587","$168,463","$156,954","$124,122","$189,672","$162,767"
"PARTS REVENUE","$604,540","$887,899","$806,014","$799,275","$1,029,721","$930,745","$957,513","$941,771","$759,042","$836,593","$1,028,622","$925,334","$891,885","$1,029,661","$774,418","$467,054","$1,123,646","$1,025,557"
"PARTS COST","$410,625","$609,937","$532,885","$543,537","$744,924","$643,343","$706,801","$803,571","$706,234","$722,702","$894,368","$770,737","$649,847","$631,573","$425,803","$327,629","$951,363","$812,930"
"PARTS UNMARKED COST","$46,366","$59,508","$58,006","$63,169","$73,574","$63,056","$72,646","$85,303","$84,917","$121,533","$148,136","$125,902","$77,893","$51,686","$41,254","$65,600","$84,750","$516"
"TRUCK COST","$106,890","$155,572","$140,094","$128,217","$179,489","$149,092","$175,260","$193,875","$166,130","$173,458","$198,252","$176,239","$184,288","$202,307","$176,787","$157,031","$225,660","$0"
"UPS SHIPMENT COST","$39,861","$63,327","$71,713","$66,395","$107,847","$110,544","$85,336","$88,326","$74,690","$93,123","$121,587","$104,295","$98,709","$105,025","$71,880","$35,653","$61,404","$47,868"
"ED","1,286","1,897","1,482","1,527","1,818","1,640","1,521","1,996","1,833","1,780","1,869","1,394","1,536","1,959","1,427","1,186","1,734","1,429"
"ED RATE","28.45%","28.16%","26.34%","26.35%","23.22%","23.04%","20.83%","23.44%","25.22%","21.70%","19.63%","16.97%","19.66%","22.23%","21.23%","21.81%","18.91%","18.20%"
"RECALLS","344","649","600","638","875","809","910","1,011","798","978","1,237","1,074","1,003","1,058","775","460","1,034","946"
"RECALL RATE","10.63%","13.41%","14.48%","14.95%","14.56%","14.77%","15.74%","15.51%","14.68%","15.23%","16.17%","15.74%","15.98%","15.44%","14.64%","10.82%","13.90%","14.73%"
"N ATP PER CALL","2.10","2.11","2.09","2.08","2.09","2.08","2.10","2.08","2.05","1.97","1.90","1.85","1.93","2.01","1.93","1.83","2.03","2.02"
"REPAIR TIME PER CALL","72.93","72.66","75.19","77.14","77.11","73.01","71.97","70.74","72.49","71.18","71.28","68.47","71.08","73.19","72.37","67.50","77.07","75.78"
"TRAVEL TIME PER CALL","73.33","71.88","74.49","75.62","75.08","71.71","70.95","70.36","71.44","67.86","67.36","63.56","67.54","70.42","73.31","66.89","65.04","66.93"
"95700 - No Issue Found - Unit Operating as Designed","2,721","3,929","2,967","3,782","4,708","4,339","4,398","4,931","4,227","4,468","5,835","5,143","5,262","7,245","5,756","5,068","6,104","5,177"
"PPT PROFIT PER CALL","$47.90","$51.76","$44.93","$50.86","$47.42","$49.77","$45.07","$43.71","$46.12","$46.87","$44.81","$52.06","$52.73","$51.31","$39.04","$24.52","$43.49","$59.02"
"TOTAL REVENUE PER CALL","$127.89","$128.81","$125.84","$125.71","$118.76","$117.63","$115.93","$119.37","$116.25","$113.88","$112.32","$114.30","$120.04","$119.34","$114.23","$111.81","$110.04","$109.36"
